index,cid,iupacname,label,file_names
1873,23328929,propyl thiohypobromite,prop|yl| |thio|hypo|bromite,23328929.png
3062,124247,"(2S)-2-amino-3-(4-hydroxy-2,6-dimethylphenyl)propanoic acid","(|2|S)|-|2|-|amino|-|3|-|(|4|-|hydroxy|-|2|,|6|-|di|meth|yl|phen|yl|)|prop|an|oic acid",124247.png
6692,118796915,19-(4-hydroxyphenyl)nonadecanoate,1|9|-|(|4|-|hydroxy|phen|yl|)|non|ade|c|an|oate,118796915.png
4294,19099702,"2-(1,3-thiazol-2-yloxy)acetic acid","2|-|(|1|,|3|-|th|i|azol|-|2|-|yl|oxy|)|acet|ic acid",19099702.png
7368,139974165,"(3S)-3-(3,4-dichlorophenyl)pent-4-enoic acid","(|3|S)|-|3|-|(|3|,|4|-|di|chloro|phen|yl|)|pent|-|4|-|en|oic acid",139974165.png
3827,12252229,2-pyridin-1-ium-1-yloxyacetic acid,2|-|pyridin|-|1|-|ium|-|1|-|yl|oxy|acet|ic acid,12252229.png
6492,105533265,2-(oxan-2-yl)cyclopropane-1-carboxylic acid,2|-|(|oxan|-|2|-|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid,105533265.png
3352,2734762,"3-(2,3-dichlorophenyl)prop-2-enoic acid","3|-|(|2|,|3|-|di|chloro|phen|yl|)|prop|-|2|-|en|oic acid",2734762.png
833,101,"5-(methylsulfanylmethoxy)-1,3-benzodioxole","5|-|(|meth|yl|sulfan|yl|meth|oxy|)|-|1|,|3|-|benzo|dio|xole",101.png
7105,135326391,3-cyano-3-(2-ethyl-4-hydroxyphenyl)prop-2-enoic acid,3|-|cyano|-|3|-|(|2|-|eth|yl|-|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid,135326391.png
3898,12929808,(Z)-3-fluoro-3-phenylprop-2-enoic acid,(|Z|)|-|3|-|fluoro|-|3|-|phen|yl|prop|-|2|-|en|oic acid,12929808.png
7160,137203127,6-fluoro-7-hydroxyquinoline-3-carboxylic acid,6|-|fluoro|-|7|-|hydroxy|quinoline|-|3|-|carboxylic acid,137203127.png
1382,121274113,"1,1-diethyl-2-fluorocyclopropane","1|,|1|-|di|eth|yl|-|2|-|fluoro|cyclo|prop|ane",121274113.png
7712,141504058,"2-chloro-2-hydroxy-2-(2,3,4-trichlorophenyl)acetic acid","2|-|chloro|-|2|-|hydroxy|-|2|-|(|2|,|3|,|4|-|tri|chloro|phen|yl|)|acet|ic acid",141504058.png
5910,69133876,"spiro[bicyclo[2.2.1]heptane-2,2'-cyclopropane]-1'-yl hydrogen carbonate","spiro[|bicyclo|[|2.2|.1|]|hept|ane|-|2|,|2|'|-|cyclo|prop|ane|]|-|1|'|-|yl| |hydrogen| |carbonate",69133876.png
1614,59932776,"3,3-dimethylpent-1-yne","3|,|3|-|di|meth|yl|pent|-|1|-|yne",59932776.png
4486,20528837,3-[(4-hydroxyphenyl)methyl]pentanedioic acid,3|-|[|(|4|-|hydroxy|phen|yl|)|meth|yl|]|pent|ane|di|oic acid,20528837.png
6976,131837370,"1-(4-hydroxy-3-methoxyphenyl)butane-2,3-dione","1|-|(|4|-|hydroxy|-|3|-|meth|oxy|phen|yl|)|but|ane|-|2|,|3|-|di|one",131837370.png
7650,141242620,3-(4-methoxyphenyl)-2-oxobut-3-enoic acid,3|-|(|4|-|meth|oxy|phen|yl|)|-|2|-|oxo|but|-|3|-|en|oic acid,141242620.png
3656,9920806,(2S)-2-(chloroamino)-3-(4-hydroxyphenyl)propanoic acid,(|2|S)|-|2|-|(|chloro|amino|)|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid,9920806.png
6855,123493062,"8-methoxy-9-azatricyclo[4.4.0.02,4]deca-1(10),6,8-triene-3-carboxylic acid","8|-|meth|oxy|-|9|-|az|atricyclo|[|4.4|.0.|02|,|4|]|dec|a|-|1|(|10|)|,|6|,|8|-|tri|ene|-|3|-|carboxylic acid",123493062.png
7877,142797812,carboxy 2-methylpyridine-3-carboxylate,carboxy| |2|-|meth|yl|pyridine|-|3|-|carboxylate,142797812.png
4493,20544212,2-benzyloxirane-2-carboxylic acid,2|-|benz|yl|oxirane|-|2|-|carboxylic acid,20544212.png
71,217,"3-ethyl-2,3,4-trimethylpentane","3|-|eth|yl|-|2|,|3|,|4|-|tri|meth|yl|pent|ane",217.png
576,123,octanoic acid,oct|an|oic acid,123.png
7403,140196140,3-(2-hydroxy-4-sulfanylphenyl)prop-2-enoic acid,3|-|(|2|-|hydroxy|-|4|-|sulfan|yl|phen|yl|)|prop|-|2|-|en|oic acid,140196140.png
6947,131005508,1-fluoro-2-phenylcyclopropane-1-carboxylic acid,1|-|fluoro|-|2|-|phen|yl|cyclo|prop|ane|-|1|-|carboxylic acid,131005508.png
1092,140956974,"1,2-bis(methylsulfanyl)ethanethiol","1|,|2|-|bis|(|meth|yl|sulfan|yl|)|eth|ane|thio|l",140956974.png
6284,85853163,"1,2,3,5,6,7,8,8a-octahydronaphthalene-2-carboxylic acid","1|,|2|,|3|,|5|,|6|,|7|,|8|,|8|a|-|oct|ahydron|aphthalen|e|-|2|-|carboxylic acid",85853163.png
7229,138687037,(2S)-2-[4-chloro-2-[(E)-2-fluoroethenyl]phenoxy]propanoic acid,(|2|S)|-|2|-|[|4|-|chloro|-|2|-|[|(|E|)|-|2|-|fluoro|eth|en|yl|]|phen|oxy|]|prop|an|oic acid,138687037.png
771,252,N-[(sulfanylamino)methoxymethyl]thiohydroxylamine,N|-|[|(|sulfan|yl|amino|)|meth|oxy|meth|yl|]|thio|hydroxyl|amine,252.png
5284,54477073,"deuterio 2,2,3,3-tetradeuterio-3-(2,3,4,5-tetradeuteriophenyl)propanoate","deuterio| |2|,|2|,|3|,|3|-|tetra|deuterio|-|3|-|(|2|,|3|,|4|,|5|-|tetra|deuterio|phen|yl|)|prop|an|oate",54477073.png
6493,105533346,"(1S,2R)-2-piperidin-4-ylcyclopropane-1-carboxylic acid","(|1|S|,|2R|)|-|2|-|pi|peridin|-|4|-|yl|cyclo|prop|ane|-|1|-|carboxylic acid",105533346.png
3920,13208922,2-(2-phenylethoxy)acetic acid,2|-|(|2|-|phen|yl|eth|oxy|)|acet|ic acid,13208922.png
5553,60083893,acetyloxycarbonyl 2-(4-hydroxyphenyl)acetate,acetyl|oxy|carbonyl| |2|-|(|4|-|hydroxy|phen|yl|)|acet|ate,60083893.png
5930,69379700,"(Z)-3-(2,4-dihydroxyphenyl)-3-hydroxyprop-2-enoic acid","(|Z|)|-|3|-|(|2|,|4|-|di|hydroxy|phen|yl|)|-|3|-|hydroxy|prop|-|2|-|en|oic acid",69379700.png
128,248,"3,4,5-trimethylhex-1-ene","3|,|4|,|5|-|tri|meth|yl|hex|-|1-|ene",248.png
5360,57035932,"2-[(2,4-dichlorophenyl)methyl]prop-2-enoic acid","2|-|[|(|2|,|4|-|di|chloro|phen|yl|)|meth|yl|]|prop|-|2|-|en|oic acid",57035932.png
3468,4618793,4-(4-sulfanylphenyl)butanoic acid,4|-|(|4|-|sulfan|yl|phen|yl|)|but|an|oic acid,4618793.png
6768,122511091,(2S)-3-(4-hydroxyphenyl)-2-methylhex-4-ynoic acid,(|2|S)|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|hex|-|4|-|yn|oic acid,122511091.png
6529,117656255,[4-(iododisulfanyl)phenyl]methyl hydrogen carbonate,[|4|-|(|iodo|disulfan|yl|)|phen|yl|]|meth|yl| |hydrogen| |carbonate,117656255.png
1718,56988194,2-ethylbutylphosphane,2|-|eth|yl|but|yl|pho|s|phane,56988194.png
3185,440184,3-(4-hydroxy-3-iodophenyl)-2-oxopropanoic acid,3|-|(|4|-|hydroxy|-|3|-|iodo|phen|yl|)|-|2|-|oxo|prop|an|oic acid,440184.png
6795,122703408,(2S)-3-(4-bromo-3-fluorophenyl)-2-hydroxypropanoic acid,(|2|S)|-|3|-|(|4|-|bromo|-|3|-|fluoro|phen|yl|)|-|2|-|hydroxy|prop|an|oic acid,122703408.png
3689,10536347,"3-(4-methoxy-2,3-dimethylphenyl)propanoic acid","3|-|(|4|-|meth|oxy|-|2|,|3|-|di|meth|yl|phen|yl|)|prop|an|oic acid",10536347.png
7397,140145803,2-(4-methylphenoxy)prop-2-enoic acid,2|-|(|4|-|meth|yl|phen|oxy|)|prop|-|2|-|en|oic acid,140145803.png
2954,107,3-phenylpropanoic acid,3|-|phen|yl|prop|an|oic acid,107.png
6189,82605674,6-hydroxy-1-benzothiophene-2-carboxylic acid,6|-|hydroxy|-|1|-|benzo|thio|phene|-|2|-|carboxylic acid,82605674.png
6620,118362045,2-hydroxy-6-(4-hydroxyphenyl)-2-methylhexan-3-one,2|-|hydroxy|-|6|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|hex|an|-|3|-|one,118362045.png
8022,144636942,(E)-3-(3H-azepin-3-yl)prop-2-enoic acid,(|E|)|-|3|-|(|3|H|-|aze|pin|-|3|-|yl|)|prop|-|2|-|en|oic acid,144636942.png
5302,54550275,2-(4-hydroxyphenyl)-2-nitrosoacetic acid,2|-|(|4|-|hydroxy|phen|yl|)|-|2|-|nitrosoacet|ic acid,54550275.png
323,215,3-bromopropylbenzene,3|-|bromo|prop|yl|benz|ene,215.png
729,60,octadecanamide,octadec|an|amide,60.png
6037,70414873,(E)-2-(4-hydroxyphenyl)hex-2-enoic acid,(|E|)|-|2|-|(|4|-|hydroxy|phen|yl|)|hex|-|2|-|en|oic acid,70414873.png
6969,131832271,3-(4-hydroxyphenyl)oxirane-2-carboxylic acid,3|-|(|4|-|hydroxy|phen|yl|)|oxirane|-|2|-|carboxylic acid,131832271.png
4329,19746619,"2-(3,4-dihydroxyphenyl)sulfanylacetic acid","2|-|(|3|,|4|-|di|hydroxy|phen|yl|)|sulfan|yl|acet|ic acid",19746619.png
5023,51888064,"(1R,2S)-2-(3,4-difluorophenyl)cyclopropane-1-carboxylic acid","(|1|R|,|2S|)|-|2|-|(|3|,|4|-|di|fluoro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid",51888064.png
1413,118041558,"1-bromo-1,1,2,2,3,3,4,4,5,5-decadeuteriohexane","1|-|bromo|-|1|,|1|,|2|,|2|,|3|,|3|,|4|,|4|,|5|,|5|-|deca|deuterio|hex|ane",118041558.png
777,55,1-(4-chlorophenyl)propan-2-amine,1|-|(|4|-|chloro|phen|yl|)|prop|an|-|2|-|amine,55.png
4554,21340252,2-(3-methylphenyl)sulfonylacetate,2|-|(|3|-|meth|yl|phen|yl|)|sulfon|yl|acet|ate,21340252.png
3713,10909916,"(E)-3-(4,5-dimethylfuran-2-yl)prop-2-enoic acid","(|E|)|-|3|-|(|4|,|5|-|di|meth|yl|fura|n|-|2|-|yl|)|prop|-|2|-|en|oic acid",10909916.png
2574,628932,"1,2-difluoro-1,2-diiodoethene","1|,|2|-|di|fluoro|-|1|,|2|-|di|iodo|ethene",628932.png
2836,76492,"2,6-dimethylhept-1-ene","2|,|6|-|di|meth|yl|hept|-|1|-|ene",76492.png
1994,20666075,2-ethenylsulfanylpentane,2|-|eth|en|yl|sulfan|yl|pent|ane,20666075.png
5695,67187851,3-(oxazinan-6-yl)propanoic acid,3|-|(|oxazinan|-|6|-|yl|)|prop|an|oic acid,67187851.png
5911,69134396,"spiro[bicyclo[3.2.0]heptane-6,2'-cyclopropane]-1'-yl hydrogen carbonate","spiro[|bicyclo|[|3.2|.0|]|hept|ane|-|6|,|2|'|-|cyclo|prop|ane|]|-|1|'|-|yl| |hydrogen| |carbonate",69134396.png
3738,11127408,"(2R,3R)-2-azido-3-phenylbutanoic acid","(|2|R|,|3R)|-|2|-|azido|-|3|-|phen|yl|but|an|oic acid",11127408.png
3896,12877783,(2S)-3-(4-hydroxyphenyl)-2-(trimethylazaniumyl)propanoate,(|2|S)|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|(|tri|meth|yl|az|aniumyl)|prop|an|oate,12877783.png
4030,14875837,2-(4-hydroxyphenyl)-2-methylbutanoic acid,2|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|but|an|oic acid,14875837.png
6859,123516247,3-phenylthiirane-2-carboxylic acid,3|-|phen|ylthiirane|-|2|-|carboxylic acid,123516247.png
5827,68465004,3-(1-bicyclo[2.2.1]hept-2-enyl)-2-methylpropanoic acid,3|-|(|1|-|bicyclo|[|2.2|.1|]|hept|-|2|-|en|yl|)|-|2|-|meth|yl|prop|an|oic acid,68465004.png
2431,10060508,(Z)-3-bromo-1-iodoprop-1-ene,(|Z|)|-|3|-|bromo|-|1|-|iodo|prop|-|1|-|ene,10060508.png
3915,13100450,(E)-3-(5-chlorothiophen-2-yl)prop-2-enoic acid,(|E|)|-|3|-|(|5|-|chloro|thio|phen|-|2|-|yl|)|prop|-|2|-|en|oic acid,13100450.png
7493,140732435,(E)-3-(thiadiazol-5-yl)prop-2-enoic acid,(|E|)|-|3|-|(|thi|adiazol|-|5|-|yl|)|prop|-|2|-|en|oic acid,140732435.png
2802,123296,bromosulfanyl thiohypobromite,b|romo|sulfan|yl| |thio|hypo|bromite,123296.png
447,200,1-bromo-1-ethenoxyethene,1|-|bromo|-|1|-|eth|en|oxy|eth|ene,200.png
6340,90725465,2-[(4-chlorocyclohex-2-en-1-yl)-dihydroxy-lambda4-sulfanyl]acetic acid,2|-|[|(|4|-|chloro|cyclo|hex|-|2|-|en|-|1|-|yl|)|-|di|hydroxy|-|lambda|4|-|sulfan|yl|]|acet|ic acid,90725465.png
5164,54014076,3-(4-hydroxyphenyl)-2-methylpropanoate,3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|prop|an|oate,54014076.png
3019,70329,2-(4-methylphenoxy)acetic acid,2|-|(|4|-|meth|yl|phen|oxy|)|acet|ic acid,70329.png
7312,139753000,(2E)-2-[(2-chloro-4-methylphenyl)methylidene]butanoic acid,(|2|E|)|-|2|-|[|(|2|-|chloro|-|4|-|meth|yl|phen|yl|)|meth|yl|idene|]|but|an|oic acid,139753000.png
2883,19754,1-methylsulfanylpropane,1|-|meth|yl|sulfan|yl|prop|ane,19754.png
5131,53897304,6-diazo-2-oxohexanoic acid,6|-|di|azo|-|2|-|oxohex|an|oic acid,53897304.png
3813,12210195,(2E)-2-(phenylhydrazinylidene)acetic acid,(|2|E|)|-|2|-|(|phen|yl|hydrazinylidene|)|acet|ic acid,12210195.png
4128,16227880,"3-(3-methyl-1,2,4-oxadiazol-5-yl)propanoic acid","3|-|(|3|-|meth|yl|-|1|,|2|,|4|-|oxa|diazol|-|5|-|yl|)|prop|an|oic acid",16227880.png
1393,118622685,"(2S)-1,4-dibromo-2-fluorobutane","(|2|S)|-|1|,|4|-|di|bromo|-|2|-|fluoro|but|ane",118622685.png
3697,10704660,(2R)-2-(4-chlorophenyl)sulfanylbutanoic acid,(|2|R|)|-|2|-|(|4|-|chloro|phen|yl|)|sulfan|yl|but|an|oic acid,10704660.png
6986,133621931,(E)-3-(2-bicyclo[2.2.1]heptanyl)-2-methylprop-2-enoic acid,(|E|)|-|3|-|(|2|-|bicyclo|[|2.2|.1|]|hept|an|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid,133621931.png
4079,15466674,"(2S,3R)-2-hydroxy-3-iodo-3-phenylpropanoic acid","(|2|S|,|3R)|-|2|-|hydroxy|-|3|-|iodo|-|3|-|phen|yl|prop|an|oic acid",15466674.png
3454,4357428,3-azaniumyl-3-(4-hydroxyphenyl)propanoate,3|-|azaniumyl|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oate,4357428.png
5999,69978105,(Z)-3-(4-bromophenyl)-2-fluoroprop-2-enoic acid,(|Z|)|-|3|-|(|4|-|bromo|phen|yl|)|-|2|-|fluoro|prop|-|2|-|en|oic acid,69978105.png
92,80,"1,1-diethylcyclohexane","1|,|1|-|di|eth|yl|cyclo|hex|ane",80.png
3120,246936,2-(4-hydroxyphenyl)-3-phenylprop-2-enoic acid,2|-|(|4|-|hydroxy|phen|yl|)|-|3|-|phen|yl|prop|-|2|-|en|oic acid,246936.png
1896,22845267,"2,2-dimethyl-4-tritioheptane","2|,|2|-|di|meth|yl|-|4|-|tritiohept|ane",22845267.png
2481,5463032,(Z)-3-methylhept-2-ene,(|Z|)|-|3|-|meth|yl|hept|-|2|-|ene,5463032.png
806,88,(2-chlorophenyl)methanamine,(|2|-|chloro|phen|yl|)|meth|an|amine,88.png
5039,53401635,3-(2-fluoro-4-hydroxyphenyl)prop-2-enoic acid,3|-|(|2|-|fluoro|-|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid,53401635.png
5624,66599101,3-hydroxy-1-(4-hydroxyphenyl)butan-2-one,3|-|hydroxy|-|1|-|(|4|-|hydroxy|phen|yl|)|but|an|-|2|-|one,66599101.png
2476,5463176,(Z)-1-[(E)-prop-1-enyl]sulfanylprop-1-ene,(|Z|)|-|1|-|[|(|E|)|-|prop|-|1|-|en|yl|]|sulfan|yl|prop|-|1|-|ene,5463176.png
1399,118574518,N-bromo-N-propylpropan-1-amine,N|-|bromo|-|N|-|prop|yl|prop|an|-|1|-|amine,118574518.png
4619,21798620,"2-(3,5,6-trichloropyridin-2-yl)oxyacetate","2|-|(|3|,|5|,|6|-|tri|chloro|p|yridin|-|2|-|yl|)|oxy|acet|ate",21798620.png
6541,117761843,"3-(2-oxo-1,3-dioxolan-4-yl)propanoic acid","3|-|(|2|-|oxo|-|1|,|3|-|di|oxol|an|-|4|-|yl|)|prop|an|oic acid",117761843.png
5202,54184421,3-hydroxy-3-(4-hydroxyphenyl)butanoic acid,3|-|hydroxy|-|3|-|(|4|-|hydroxy|phen|yl|)|but|an|oic acid,54184421.png
5031,53275969,"3-(3,4-dimethylphenyl)-2-methylpropanoic acid","3|-|(|3|,|4|-|di|meth|yl|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid",53275969.png
5894,69072810,3-(3-fluoro-4-hydroxyphenyl)-2-methylpropanoic acid,3|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid,69072810.png
7583,141107515,2-cyclohexyl-3-methylbut-2-enoic acid,2|-|cyclo|hex|yl|-|3|-|meth|yl|but|-|2|-|en|oic acid,141107515.png
7248,139234948,2-[(3R)-1-methyl-3-phenylaziridin-2-yl]-2-oxoacetic acid,2|-|[|(|3R)|-|1|-|meth|yl|-|3|-|phen|yl|aziridin|-|2|-|yl|]|-|2|-|oxo|acet|ic acid,139234948.png
3461,4465833,3-phenylprop-2-ynoate,3|-|phen|yl|prop|-|2|-|yn|oate,4465833.png
5828,68478648,3-(4-aminophenyl)but-2-enoic acid,3|-|(|4|-|amino|phen|yl|)|but|-|2|-|en|oic acid,68478648.png
1396,118613076,"(2R)-2,3-dimethyl-1-methylsulfanylbutane","(|2|R|)|-|2|,|3|-|di|meth|yl|-|1|-|meth|yl|sulfan|yl|but|ane",118613076.png
3479,4862460,"2-(2,4-difluoroanilino)-2-oxoacetic acid","2|-|(|2|,|4|-|di|fluoro|anilino|)|-|2|-|oxo|acet|ic acid",4862460.png
6330,90487996,2-(5-acetamidopyridin-2-yl)oxyacetic acid,2|-|(|5|-|acet|amidop|yridin|-|2|-|yl|)|oxy|acet|ic acid,90487996.png
3848,12521148,2-hydroxy-2-phenylsulfanylacetic acid,2|-|hydroxy|-|2|-|phen|yl|sulfan|yl|acet|ic acid,12521148.png
6660,118565594,2-oxo-2-phenylsulfanylacetic acid,2|-|oxo|-|2|-|phen|yl|sulfan|yl|acet|ic acid,118565594.png
4110,15980988,2-(4-aminophenyl)-2-methoxyacetic acid,2|-|(|4|-|amino|phen|yl|)|-|2|-|meth|oxy|acet|ic acid,15980988.png
2495,5368103,(E)-1-methylsulfanylbut-1-ene,(|E|)|-|1|-|meth|yl|sulfan|yl|but|-|1|-|ene,5368103.png
4964,43810312,"2-(2,6-dichlorophenyl)cyclopropane-1-carboxylic acid","2|-|(|2|,|6|-|di|chloro|phen|yl|)|cyclo|prop|ane|-|1|-|carboxylic acid",43810312.png
6679,118647104,"2-(3-chloro-2-methylphenyl)-2,2-difluoroacetic acid","2|-|(|3|-|chloro|-|2|-|meth|yl|phen|yl|)|-|2|,|2|-|di|fluoro|acet|ic acid",118647104.png
2216,13032809,(E)-1-bromo-2-ethylsulfanylethene,(|E|)|-|1|-|bromo|-|2|-|eth|yl|sulfan|yl|eth|en|e,13032809.png
53,221,"2,3,4-trimethylhexane","2|,|3|,|4|-|tri|meth|yl|hex|ane",221.png
3450,4207848,"2-(2,5-dimethylphenoxy)propanoic acid","2|-|(|2|,|5|-|di|meth|yl|phen|oxy|)|prop|an|oic acid",4207848.png
7629,141185893,"3-(4-hydroxyphenyl)-2,3-dimethoxyprop-2-enal","3|-|(|4|-|hydroxy|phen|yl|)|-|2|,|3|-|di|meth|oxy|prop|-|2|-|en|al",141185893.png
5669,66941495,3-(4-amino-3-chloro-5-methylphenyl)-2-oxopropanoic acid,3|-|(|4|-|amino|-|3|-|chloro|-|5|-|meth|yl|phen|yl|)|-|2|-|oxo|prop|an|oic acid,66941495.png
6627,118389074,"3-[(1S)-3,4-dimethylcyclohex-3-en-1-yl]propanoic acid","3|-|[|(|1S)|-|3|,|4|-|di|meth|yl|cyclo|hex|-|3|-|en|-|1|-|yl|]|prop|an|oic acid",118389074.png
5584,62788962,"2-[(2-amino-1,3-thiazole-4-carbonyl)amino]acetic acid","2|-|[|(|2|-|amino|-|1|,|3|-|th|iazole|-|4|-|carbonyl|)|amino|]|acet|ic acid",62788962.png
5474,58415153,methyl 2-(2-fluoro-4-hydroxyphenyl)acetate,meth|yl| |2|-|(|2|-|fluoro|-|4|-|hydroxy|phen|yl|)|acet|ate,58415153.png
7775,142066903,2-ethoxy-3-(4-hydroxyphenyl)propanal,2|-|eth|oxy|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|al,142066903.png
7564,141078535,"1-(4-hydroxyphenyl)pentane-2,4-dione","1|-|(|4|-|hydroxy|phen|yl|)|pent|ane|-|2|,|4|-|di|one",141078535.png
2621,528712,1-(methyltrisulfanyl)prop-1-ene,1|-|(|meth|yltrisulfan|yl|)|prop|-|1|-|ene,528712.png
3703,10797559,methyl 2-(3-fluoro-4-hydroxyphenyl)acetate,meth|yl| |2|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|acet|ate,10797559.png
4089,15638325,(2S)-3-(3-fluorophenyl)-2-hydroxypropanoic acid,(|2|S)|-|3|-|(|3|-|fluoro|phen|yl|)|-|2|-|hydroxy|prop|an|oic acid,15638325.png
5944,69483398,2-(4-chloro-2-methoxy-N-methylanilino)-2-oxoacetic acid,2|-|(|4|-|chloro|-|2|-|meth|oxy|-|N|-|meth|yl|anilino|)|-|2|-|oxo|acet|ic acid,69483398.png
780,21,1-(2-methoxyphenyl)-N-methylpropan-2-amine,1|-|(|2|-|meth|oxy|phen|yl|)|-|N|-|meth|yl|prop|an|-|2|-|amine,21.png
3268,759391,3-[(1S)-2-oxocyclohexyl]propanoic acid,3|-|[|(|1S)|-|2|-|oxo|cyclo|hex|yl|]|prop|an|oic acid,759391.png
713,39,N-ethylbutanamide,N|-|eth|yl|but|an|amide,39.png
1567,72450704,"3,4-difluorohexa-1,3-diene","3|,|4|-|di|fluoro|hex|a|-|1|,|3|-|di|ene",72450704.png
109,53,non-1-ene,non|-|1|-|ene,53.png
4120,16213357,"3-phenyl(2,3-13C2)propanoic acid","3|-|phen|yl|(|2|,|3|-|13|C2|)|prop|an|oic acid",16213357.png
3749,11241552,(2S)-2-amino-3-(2-ethyl-4-hydroxy-6-methylphenyl)propanoic acid,(|2|S)|-|2|-|amino|-|3|-|(|2|-|eth|yl|-|4|-|hydroxy|-|6|-|meth|yl|phen|yl|)|prop|an|oic acid,11241552.png
8010,144489886,"N-(4-aminocyclohexa-1,3-dien-1-yl)-2-methoxy-N-methylacetamide","N|-|(|4|-|amino|cyclo|hex|a|-|1|,|3|-|di|en|-|1|-|yl|)|-|2|-|meth|oxy|-|N|-|meth|yl|acet|amide",144489886.png
3018,70323,2-phenylcyclopropane-1-carboxylic acid,2|-|phen|yl|cyclo|prop|ane|-|1|-|carboxylic acid,70323.png
4708,22525021,[4-[(2R)-2-amino-2-carboxyethyl]phenyl]oxidanium,[|4|-|[|(|2R|)|-|2|-|amino|-|2|-|carboxy|eth|yl|]|phen|yl|]|oxidanium,22525021.png
5472,58312564,(Z)-3-hydroxy-2-(4-hydroxyphenyl)-3-phenylprop-2-enoic acid,(|Z|)|-|3|-|hydroxy|-|2|-|(|4|-|hydroxy|phen|yl|)|-|3|-|phen|yl|prop|-|2|-|en|oic acid,58312564.png
5096,53724498,2-oxo-3-phenyldiazenylbutanoic acid,2|-|oxo|-|3|-|phen|yl|di|azen|yl|but|an|oic acid,53724498.png
1667,58186592,iodomethyl thiohypoiodite,iodo|meth|yl| |thio|hypo|iodite,58186592.png
7214,138627340,"2-(7-fluorocyclohepta-1,3-dien-5-yn-1-yl)propanoic acid","2|-|(|7|-|fluoro|cyclo|hept|a|-|1|,|3|-|di|en|-|5|-|yn|-|1|-|yl|)|prop|an|oic acid",138627340.png
2010,20275115,1-bromo-1-ethylsulfanylethane,1|-|bromo|-|1|-|eth|yl|sulfan|yl|eth|ane,20275115.png
2412,10953028,3-hydroperoxy-3-methylbut-1-yne,3|-|hydro|peroxy|-|3|-|meth|yl|but|-|1|-|yne,10953028.png
6376,91348743,"3-(2-methyl-1,5-dihydropyrazol-4-yl)propanoic acid","3|-|(|2|-|meth|yl|-|1|,|5|-|di|hydro|pyraz|ol|-|4|-|yl|)|prop|an|oic acid",91348743.png
4753,22973754,4-(4-hydroxyphenyl)-3-methylbutan-2-one,4|-|(|4|-|hydroxy|phen|yl|)|-|3|-|meth|yl|but|an|-|2|-|one,22973754.png
925,80,"naphthalene-1,2-diamine","naphthalen|e|-|1|,|2|-|di|amine",80.png
22,211,"3,3,5-trimethyloctane","3|,|3|,|5|-|tri|meth|yl|oct|ane",211.png
2903,12527,1-iodohexane,1|-|iodo|hex|ane,12527.png
8033,144913582,"3-(3-fluorocyclohepta-1,3,5-trien-1-yl)propanoic acid","3|-|(|3|-|fluoro|cyclo|hept|a|-|1|,|3|,|5|-|tri|en|-|1|-|yl|)|prop|an|oic acid",144913582.png
7981,144038244,2-ethoxy-2-(4-formamidophenyl)acetic acid,2|-|eth|oxy|-|2|-|(|4|-|form|a|midophen|yl|)|acet|ic acid,144038244.png
4973,44385309,"2-[(2,4-dichlorophenyl)methoxy]acetic acid","2|-|[|(|2|,|4|-|di|chloro|phen|yl|)|meth|oxy|]|acet|ic acid",44385309.png
4668,22135709,(4-fluorophenyl)methyl hydrogen carbonate,(|4|-|fluoro|phen|yl|)|meth|yl| |hydrogen| |carbonate,22135709.png
5187,54138765,2-(4-chloro-2-methylphenoxy)-2-oxoacetic acid,2|-|(|4|-|chloro|-|2|-|meth|yl|phen|oxy|)|-|2|-|oxo|acet|ic acid,54138765.png
7260,139356881,"(E)-3-(3,5-difluoro-4-propylphenyl)prop-2-enoic acid","(|E|)|-|3|-|(|3|,|5|-|di|fluoro|-|4|-|prop|yl|phen|yl|)|prop|-|2|-|en|oic acid",139356881.png
6391,91472340,3-(2-nitrosophenyl)prop-2-enoic acid,3|-|(|2|-|nitrosophen|yl|)|prop|-|2|-|en|oic acid,91472340.png
3232,636708,(Z)-2-hydroxy-3-(4-hydroxyphenyl)prop-2-enoic acid,(|Z|)|-|2|-|hydroxy|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid,636708.png
1621,59760618,S-prop-2-enylsulfanyl methanethioate,S|-|prop|-|2|-|en|yl|sulfan|yl| |meth|ane|thio|ate,59760618.png
