cid,iupacname,file_names,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,label11,label12,label13,label14,label15,label16,label17,label18,label19,label20,label21,label22,label23,label24,label25,label26,label27,label28,label29,label30,label31,label32,label33,label34,label35,label36,label37,label38,label39,label40,label41,label42,label43,label44,label45,label46,label47,label48,label49,label50,label51,label52,label53,label54,label55,label56,label57,label58,label59,label60,label61,label62,label63,label64,label65,label66,label67
55471,2-(4-chlorophenyl)sulfanylacetic acid,55471.png,1,15,5,6,18,5,7,21,10,11,25,10,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70414875,2-(4-hydroxyphenyl)hex-2-enoic acid,70414875.png,1,15,5,6,18,5,40,21,10,11,37,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12545946,"3,4-difluorohexane",12545946.png,1,4,33,18,5,60,71,37,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88846469,(E)-2-(4-hydroxyphenyl)but-2-enedioic acid,88846469.png,1,6,53,11,5,15,5,6,18,5,40,21,10,11,48,5,15,5,38,60,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,cycloheptene,75.png,1,8,73,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43810311,"2-(2,3-dichlorophenyl)cyclopropane-1-carboxylic acid",43810311.png,1,15,5,6,15,33,4,5,60,7,21,10,11,8,12,26,5,27,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118227117,"2,2-dimethyl-3-(methyldisulfanyl)butane",118227117.png,1,15,33,15,5,60,36,10,5,4,5,6,36,10,60,25,10,11,48,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,tetradecanamide,116.png,1,326,327,13,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,pentan-3-one,120.png,1,9,13,5,4,5,186,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"2,3,6-trimethylnaphthalene",181.png,1,15,33,4,33,39,5,35,36,10,328,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140269210,2-deuterio-2-[deuterio-(4-hydroxyphenyl)methyl]butanoic acid,140269210.png,1,15,5,133,5,15,5,17,133,5,6,18,5,40,21,10,11,36,10,22,48,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123607158,"5,5-difluoro-2,6a-dimethyl-3,3a,4,6-tetrahydro-1H-pentalene-2-carboxylic acid",123607158.png,1,34,33,34,5,60,71,5,15,33,127,5,60,36,10,5,4,33,323,33,18,33,39,5,102,120,5,104,5,9,329,5,15,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20253997,2-(4-hydroxyphenyl)butanoate,20253997.png,1,15,5,6,18,5,40,21,10,11,48,13,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525358,(methyltrisulfanyl)ethane,525358.png,1,6,36,229,10,11,19,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12602836,hex-5-yne-1-thiol,12602836.png,1,37,5,34,5,116,5,27,5,192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91294537,3-(2-cyanophenyl)-2-oxopropanoic acid,91294537.png,1,4,5,6,15,5,16,21,10,11,5,15,5,72,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57059331,hex-1-ene-3-thiol,57059331.png,1,37,5,27,5,38,5,4,5,192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"hepta-2,3-diene",112.png,1,73,74,5,15,33,4,5,60,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142778160,"(2S)-3-(3,5-dibromo-4-hydroxyphenyl)-2-hydroxypropanoic acid",142778160.png,1,6,15,96,5,4,5,6,4,33,34,5,60,75,5,18,5,40,21,10,11,5,15,5,40,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79002141,3-(5-methylpyridin-2-yl)propanoic acid,79002141.png,1,4,5,6,34,5,36,10,44,5,15,5,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4-methylhexanal,100.png,1,18,5,36,10,37,13,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53777839,3-methyl-2-methylsulfanylpentane,53777839.png,1,4,5,36,10,5,15,5,36,10,25,10,9,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,prop-2-en-1-ol,178.png,1,81,82,5,15,5,23,5,27,5,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10375417,"3-(2,4-dihydroxyphenyl)-2-oxopropanoic acid",10375417.png,1,4,5,6,15,33,18,5,60,40,21,10,11,5,15,5,72,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134590837,(E)-3-[5-(ethylamino)pyridin-2-yl]prop-2-enoic acid,134590837.png,1,6,53,11,5,4,5,17,34,5,6,19,10,20,11,44,5,15,5,10,22,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141107946,carboxy benzenecarboximidate,141107946.png,1,194,45,330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139891815,"2-oxo-3-(1,2-thiazol-5-yl)propanoic acid",139891815.png,1,15,5,72,5,4,5,6,27,33,15,5,148,242,241,5,34,5,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12320,ethenylsulfanylethane,12320.png,1,331,10,25,10,19,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118209416,3-(4-fluorophenyl)-3-methyl-2-oxobutanoic acid,118209416.png,1,4,5,6,18,5,71,21,10,11,5,4,5,36,10,5,15,5,72,48,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21557812,pentyl thiohypobromite,21557812.png,1,9,10,45,83,84,122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21323054,2-methylhexanethial,21323054.png,1,15,5,36,10,37,332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19890543,3-(4-hydroxyphenyl)-2-iodopropanoic acid,19890543.png,1,4,5,6,18,5,40,21,10,11,5,15,5,28,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136302,3-(4-fluorophenyl)propanoic acid,136302.png,1,4,5,6,18,5,71,21,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6427835,"3,4-dichlorohexane",6427835.png,1,4,33,18,5,60,7,37,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,cyclopropyne,177.png,1,8,12,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143776648,3-(1-phosphanylpiperidin-4-yl)propanoic acid,143776648.png,1,4,5,6,27,5,196,197,302,10,167,5,18,5,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73414882,3-(2-formyl-4-hydroxyphenyl)prop-2-enoic acid,73414882.png,1,4,5,6,15,5,292,10,5,18,5,40,21,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118565588,"2-oxo-2-[(5-oxo-4-oxatricyclo[4.2.1.03,7]nonan-2-yl)sulfanyl]acetic acid",118565588.png,1,15,5,72,5,15,5,17,6,34,5,72,5,18,5,333,17,217,151,218,4,33,55,22,142,13,5,15,5,10,11,25,10,22,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23402144,2-(4-hydroxyphenyl)cyclopropane-1-carboxylic acid,23402144.png,1,15,5,6,18,5,40,21,10,11,8,12,26,5,27,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10583976,3-[(4R)-4-prop-1-en-2-ylcyclohexen-1-yl]propanoic acid,10583976.png,1,4,5,17,6,334,5,18,5,12,5,27,5,23,5,15,5,10,8,37,23,5,27,5,10,22,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"2,3,4-trimethylpent-2-ene",6.png,1,15,33,4,33,18,5,35,36,10,9,5,15,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140639855,6-sulfanyloxyhex-1-ene,140639855.png,1,39,5,25,10,24,37,5,27,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69112894,2-[dichloro(phenyl)methoxy]-2-oxoacetic acid,69112894.png,1,15,5,17,60,7,6,21,10,11,36,24,22,5,15,5,72,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137221546,(2Z)-2-diazo-2-(2-methoxyphenyl)acetic acid,137221546.png,1,6,15,29,5,15,5,60,80,5,15,5,6,15,5,36,24,21,10,11,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394779,3-pyridin-1-ium-1-ylpropanoic acid,394779.png,1,4,5,44,5,27,5,138,5,27,5,10,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19074085,2-[(4-chlorophenyl)methoxy]-2-oxoacetic acid,19074085.png,1,15,5,17,6,18,5,7,21,10,11,36,24,22,5,15,5,72,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23724684,"(3Z,5E)-3-chloro-6-hydroxy-2-oxohexa-3,5-dienoic acid",23724684.png,1,6,4,62,33,34,53,11,5,4,5,7,5,39,5,40,5,15,5,72,37,74,5,4,33,34,5,60,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19884834,4-(3-fluoro-4-hydroxyphenyl)-4-oxobutanoic acid,19884834.png,1,18,5,6,4,5,71,5,18,5,40,21,10,11,5,18,5,72,48,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18999198,"(1E)-1-iodobuta-1,3-diene",18999198.png,1,6,27,53,11,5,27,5,28,48,74,5,27,33,4,5,60,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53939588,2-[(4-methylcyclohexyl)methoxy]acetic acid,53939588.png,1,15,5,17,6,18,5,36,10,8,37,10,11,36,24,22,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12423092,"3-(2,4-dichlorophenyl)-3-hydroxypropanoic acid",12423092.png,1,4,5,6,15,33,18,5,60,7,21,10,11,5,4,5,40,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"2-ethyl-5,6-dimethyloctanoic acid",115.png,1,15,5,19,10,5,34,33,39,5,60,36,10,63,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12354089,"3,3-diethyloxaziridine",12354089.png,1,4,33,4,5,60,19,10,335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19994779,"5-hydroxy-1,3-benzoxathiole-2-carboxylic acid",19994779.png,1,34,5,40,5,27,33,4,5,336,5,15,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6429312,(E)-1-(ethyldisulfanyl)prop-1-ene,6429312.png,1,6,53,11,5,27,5,6,19,10,60,25,10,11,12,5,27,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15023981,3-(4-methylphenyl)-2-oxobutanoic acid,15023981.png,1,4,5,6,18,5,36,10,21,10,11,5,15,5,72,48,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134970034,(Z)-3-[(5S)-5-methylcyclohexen-1-yl]prop-2-enoic acid,134970034.png,1,6,62,11,5,4,5,17,6,337,11,5,34,5,36,10,8,37,23,5,27,5,10,22,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7130595,"2-(3,4-difluorophenyl)sulfanylacetic acid",7130595.png,1,15,5,6,4,33,18,5,60,71,21,10,11,25,10,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11745204,1-bromo-2-methylhexane,11745204.png,1,27,5,75,5,15,5,36,10,37,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54112589,"4,4,6-trimethylhept-1-yne",54112589.png,1,18,33,18,33,39,5,35,36,10,73,5,27,5,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5367402,(E)-hex-3-en-1-yne,5367402.png,1,6,53,11,5,37,5,4,5,23,5,27,5,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,pent-1-ene,8004.png,1,9,5,27,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131748738,2-azido-3-(5-bromothiophen-2-yl)prop-2-enoic acid,131748738.png,1,15,5,98,5,4,5,6,34,5,248,5,15,5,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134532919,"2-sulfanyl-3,4-dihydro-1H-isoquinoline-6-carboxylic acid",134532919.png,1,15,5,25,10,5,4,33,18,5,60,120,5,104,5,56,5,39,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53952669,3-(3-sulfanylphenyl)propanoic acid,53952669.png,1,4,5,6,4,5,25,10,21,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641302,(2S)-3-(4-fluorophenyl)-2-hydroxypropanoic acid,641302.png,1,6,15,96,5,4,5,6,18,5,71,21,10,11,5,15,5,40,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,quinolin-2-amine,115.png,1,338,5,15,5,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33726762,3-(4-methylpyridin-2-yl)propanoic acid,33726762.png,1,4,5,6,18,5,36,10,44,5,15,5,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68441888,(Z)-2-methyl-3-(5-methylthiophen-2-yl)prop-2-enoic acid,68441888.png,1,6,62,11,5,15,5,36,10,5,4,5,6,34,5,36,181,182,5,15,5,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142629,1-methylsulfanylprop-1-ene,142629.png,1,27,5,36,10,25,10,12,5,27,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139900299,"2-(3,3-dimethylbut-1-enoxy)-2-oxoacetic acid",139900299.png,1,15,5,6,4,33,4,5,60,36,10,48,5,27,5,23,24,11,5,15,5,72,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141632130,"3-(1,3,4,5,6-pentafluorocyclohexa-2,4-dien-1-yl)prop-2-enoic acid",141632130.png,1,4,5,6,27,33,4,33,18,33,34,33,39,5,113,71,8,37,74,5,15,33,18,5,60,23,5,27,5,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,N-benzylethanamine,128.png,1,41,5,158,10,19,13,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85848608,ethenyl 3-(4-hydroxyphenyl)propanoate,85848608.png,1,331,10,45,4,5,6,18,5,40,21,10,11,12,13,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5356154,"(5Z)-3-methylhepta-1,5-diene",5356154.png,1,6,34,62,11,5,4,5,36,10,73,74,5,27,33,34,5,60,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23636549,(Z)-2-fluoro-3-(4-hydroxyphenyl)prop-2-enoic acid,23636549.png,1,6,62,11,5,15,5,71,5,4,5,6,18,5,40,21,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141182518,2-isocyanato-3-[4-(trifluoromethyl)phenyl]propanoic acid,141182518.png,1,15,5,242,339,245,5,4,5,17,18,5,6,35,71,36,10,11,21,10,22,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141993,"1,2-diethynylcyclopropane",141993.png,1,27,33,15,5,60,19,163,10,8,12,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53946654,1-bromo-1-fluoropent-2-ene,53946654.png,1,27,5,75,5,27,5,71,9,5,15,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141236969,"1-(4-hydroxyphenyl)butane-2,3-dione",141236969.png,1,27,5,6,18,5,40,21,10,11,48,26,5,15,33,4,5,60,186,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14200517,(2S)-2-chloro-2-phenylpropanoic acid,14200517.png,1,6,15,96,5,15,5,7,5,15,5,21,10,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20394397,2-chloro-2-thiophen-2-ylacetic acid,20394397.png,1,15,5,7,5,15,5,202,5,15,5,10,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
