,cid,iupacname,label
2822,87721,"4-bromo-3,3,4,4-tetrafluorobut-1-ene","4|-|bromo|-|3|,|3|,|4|,|4|-|tetra|fluoro|but|-|1|-|ene"
2823,85115,(ethenyldisulfanyl)ethene,(|eth|en|yl|di|sulfan|yl|)|eth|ene
2824,84841,oxalyl dibromide,oxalyl| |di|bromide
2825,79828,(methyltetrasulfanyl)methane,(|meth|yl|tetra|sulfan|yl|)|meth|ane
2826,79491,"1,3-dibromo-2,2-dimethylpropane","1|,|3|-|di|bromo|-|2|,|2|-|di|meth|yl|prop|ane"
2827,79092,"1,2-dibromo-1,2-dichloroethane","1|,|2|-|di|bromo|-|1|,|2|-|di|chloro|eth|ane"
2828,79047,2-bromopropanoyl bromide,2|-|bromo|prop|an|o|yl| |bromi|de
2829,78979,"1,2-dibromo-1,1,2-trifluoroethane","1|,|2|-|di|bromo|-|1|,|1|,|2|-|tri|fluoro|eth|ane"
2830,78708,1-propan-2-ylsulfanylpropane,1|-|prop|an|-|2|-|yl|sulfan|yl|prop|ane
2831,78108,ethylsulfanylmethylsulfanylethane,eth|yl|sulfan|yl|meth|yl|sulfan|yl|eth|ane
2832,77932,2-(propan-2-yldisulfanyl)propane,2|-|(|prop|an|-|2|-|yl|di|sulfan|yl|)|prop|ane
2833,77151,(ethyltrisulfanyl)ethane,(|eth|yl|trisulfan|yl|)|eth|ane
2834,77058,5-methylhex-1-ene,5|-|meth|yl|hex|-|1|-|ene
2835,76962,2-hydroperoxy-2-methylbutane,2|-|hydro|peroxy|-|2|-|meth|yl|but|ane
2836,76492,"2,6-dimethylhept-1-ene","2|,|6|-|di|meth|yl|hept|-|1|-|ene"
2837,76049,hex-3-en-1-yne,hex|-|3|-|en|-|1|-|yne
2838,75906,6-bromohex-1-ene,6|-|bromo|hex|-|1|-|ene
2839,75513,S-ethyl propanethioate,S|-|eth|yl| |prop|ane|thio|ate
2840,74482,"3,3,4,4-tetrafluorohexa-1,5-diene","3|,|3|,|4|,|4|-|tetra|fluoro|hex|a|-|1|,|5|-|di|ene"
2841,74226,3-methylpentane-3-thiol,3|-|meth|yl|pent|ane|-|3|-|thiol
2842,70704,5-bromopent-1-ene,5|-|bromo|pent|-|1|-|ene
2843,70617,hexylsilane,hex|yl|silane
2844,70612,2-methylidenehexanal,2|-|meth|yl|idene|hex|an|al
2845,70233,6-chlorohex-1-ene,6|-|chloro|hex|-|1|-|ene
2846,69402,"hexa-1,5-diyne","hex|a|-|1|,|5|-|di|yne"
2847,69220,pentane-3-thiol,pent|ane|-|3|-|thiol
2848,68293,(2R)-1-bromo-2-methylbutane,(|2|R|)|-|1|-|bromo|-|2|-|meth|yl|but|ane
2849,68180,2-bromo-2-methylbutane,2|-|bromo|-|2|-|meth|yl|but|ane
2850,68027,"1,3-dibromo-1,1-difluoropropane","1|,|3|-|di|bromo|-|1|,|1|-|di|fluoro|prop|ane"
2851,67340,hexanoyl chloride,hex|an|oyl| |chloride
2852,66282,3-methylsulfanylprop-1-ene,3|-|meth|yl|sulfan|yl|prop|-|1|-|ene
2853,62444,S-methyl butanethioate,S|-|meth|yl| |but|ane|thio|ate
2854,62434,3-(methyldisulfanyl)prop-1-ene,3|-|(|meth|yl|di|sulfan|yl|)|prop|-|1|-|ene
2855,61926,3-(methyltrisulfanyl)prop-1-ene,3|-|(|meth|yltrisulfan|yl|)|prop|-|1|-|ene
2856,61222,"hexa-1,5-dien-3-yne","hex|a|-|1|,|5|-|di|en|-|3|-|yne"
2857,61147,2-bromoacetyl bromide,2|-|bromo|acet|yl| |bromi|de
2858,59766,bis(prop-2-enyl)phosphinic acid,bis(prop|-|2|-|en|yl|)|phos|phin|ic acid
2859,55062,"3,4-dichlorohexa-1,5-diene","3|,|4|-|di|chloro|hex|a|-|1|,|5|-|di|ene"
2860,41075,1-bromo-2-chlorobut-2-ene,1|-|bromo|-|2|-|chloro|but|-|2|-|ene
2861,39175,"(3E)-hexa-1,3-diene","(|3|E|)|-|hex|a|-|1|,|3|-|di|ene"
2862,35945,1-bromobut-1-ene,1|-|bromo|but|-|1|-|ene
2863,35349,1-(ethyldisulfanyl)propane,1|-|(|eth|yl|di|sulfan|yl|)|prop|ane
2864,33629,hex-2-yne,hex|-|2|-|yne
2865,33016,3-chlorohexane,3|-|chloro|hex|ane
2866,31240,3-(chloromethyl)heptane,3|-|(|chloro|meth|yl|)|hept|ane
2867,28024,"2,4,4-trimethylhexane","2|,|4|,|4|-|tri|meth|yl|hex|ane"
2868,28023,"2,3,3-trimethylhexane","2|,|3|,|3|-|tri|meth|yl|hex|ane"
2869,26375,"2,3-dimethylheptane","2|,|3|-|di|meth|yl|hept|ane"
2870,25254,1-bromo-2-methylbutane,1|-|bromo|-|2|-|meth|yl|but|ane
2871,23502,"5,5-dimethylhex-1-ene","5|,|5|-|di|meth|yl|hex|-|1|-|ene"
2872,23110,"1,2-bis(methylsulfanyl)ethane","1|,|2|-|bis|(|meth|yl|sulfan|yl|)|eth|ane"
2873,22538,2-methylhexan-1-amine,2|-|meth|yl|hex|an|-|1|-|amine
2874,22468,2-methylhex-1-ene,2|-|meth|yl|hex|-|1|-|ene
2875,21508,"2,3-dibromobutane","2|,|3|-|di|bromo|but|ane"
2876,21241,4-bromobut-1-ene,4|-|bromo|but|-|1|-|ene
2877,21122,6-methylhept-1-ene,6|-|meth|yl|hept|-|1|-|ene
2878,20946,3-methylhept-1-ene,3|-|meth|yl|hept|-|1|-|ene
2879,20063,1-ethylsulfanylpropane,1|-|eth|yl|sulfan|yl|prop|ane
2880,19966,hex-2-ene,hex|-|2|-|ene
2881,19965,"2-methylhexa-1,5-diene","2|-|meth|yl|hex|a|-|1|,|5|-|di|ene"
2882,19951,3-ethylpent-1-ene,3|-|eth|yl|pent|-|1|-|ene
2883,19754,1-methylsulfanylpropane,1|-|meth|yl|sulfan|yl|prop|ane
2884,19589,4-methylhex-1-ene,4|-|meth|yl|hex|-|1|-|ene
2885,19310,(methyltrisulfanyl)methane,(|meth|yl|trisulfan|yl|)|meth|ane
2886,18852,"3,3-dimethylpent-1-ene","3|,|3|-|di|meth|yl|pent|-|1|-|ene"
2887,18848,3-methylhex-1-ene,3|-|meth|yl|hex|-|1|-|ene
2888,18805,2-bromohexane,2|-|bromo|hex|ane
2889,17769,oct-2-yne,oct|-|2|-|yne
2890,16968,"hepta-1,6-diene","hept|a|-|1|,|6|-|di|ene"
2891,16695,"hexa-1,3,5-triene","hex|a|-|1|,|3|,|5|-|tri|ene"
2892,16656,"2,4-dimethylheptane","2|,|4|-|di|meth|yl|hept|ane"
2893,16592,1-(methyldisulfanyl)propane,1|-|(|meth|yl|di|sulfan|yl|)|prop|ane
2894,15620,1-methylsulfanylpentane,1|-|meth|yl|sulfan|yl|pent|ane
2895,15380,bis(methylsulfanyl)methane,bis(meth|yl|sulfan|yl|)|meth|ane
2896,14245,hept-2-yne,hept|-|2|-|yne
2897,14045,"2,3,5-trimethylhexane","2|,|3|,|5|-|tri|meth|yl|hex|ane"
2898,13180,"1,4-dibromobut-2-ene","1|,|4|-|di|bromo|but|-|2|-|ene"
2899,12970,3-methylidenepentane,3|-|meth|yl|idene|pent|ane
2900,12619,1-fluoroheptane,1|-|fluoro|hept|ane
2901,12585,pent-2-ene,pent|-|2|-|ene
2902,12528,1-ethylsulfanylbutane,1|-|eth|yl|sulfan|yl|but|ane
2903,12527,1-iodohexane,1|-|iodo|hex|ane
2904,12354,"1,5-diiodopentane","1|,|5|-|di|iodo|pent|ane"
2905,12350,hept-1-yne,hept|-|1|-|yne
2906,12339,1-methylsulfanylbutane,1|-|meth|yl|sulfan|yl|but|ane
2907,12337,"1,4-diiodobutane","1|,|4|-|di|iodo|but|ane"
2908,12335,1-iodopentane,1|-|iodo|pent|ane
2909,12321,ethenylsulfanylethene,eth|en|yl|sulfan|yl|eth|en|e
2910,12320,ethenylsulfanylethane,eth|en|yl|sulfan|yl|eth|ane
2911,12314,"1,3-diiodopropane","1|,|3|-|di|iodo|prop|ane"
2912,12232,(methyldisulfanyl)methane,(|meth|yl|di|sulfan|yl|)|meth|ane
2913,12096,3-ethylhexane,3|-|eth|yl|hex|ane
2914,12016,3-chloropentane,3|-|chloro|pent|ane
2915,11665,2-iodo-2-methylbutane,2|-|iodo|-|2|-|meth|yl|but|ane
2916,11617,3-prop-2-enylsulfanylprop-1-ene,3|-|prop|-|2|-|en|yl|sulfan|yl|prop|-|1|-|ene
2917,11611,hept-2-ene,hept|-|2|-|ene
2918,11610,hept-1-ene,hept|-|1|-|ene
2919,11602,"hexa-1,3-diene","hex|a|-|1|,|3|-|di|ene"
2920,11600,"hexa-2,4-diene","hex|a|-|2|,|4|-|di|ene"
2921,11599,"hexa-1,4-diene","hex|a|-|1|,|4|-|di|ene"
2922,11598,"hexa-1,5-diene","hex|a|-|1|,|5|-|di|ene"
2923,11594,2-methylheptane,2|-|meth|yl|hept|ane
2924,11592,"2,5-dimethylhexane","2|,|5|-|di|meth|yl|hex|ane"
2925,11551,"2,2-dimethylhexane","2|,|2|-|di|meth|yl|hex|ane"
2926,11519,3-methylheptane,3|-|meth|yl|hept|ane
2927,11512,4-methylheptane,4|-|meth|yl|hept|ane
2928,11447,"2,3-dimethylhexane","2|,|3|-|di|meth|yl|hex|ane"
2929,11412,"3,4-dimethylhexane","3|,|4|-|di|meth|yl|hex|ane"
2930,11233,"3,3-dimethylhexane","3|,|3|-|di|meth|yl|hex|ane"
2931,11229,"3,3-dimethylpentane","3|,|3|-|di|meth|yl|pent|ane"
2932,10992,1-chlorohexane,1|-|chloro|hex|ane
2933,10962,1-iodobutane,1|-|iodo|but|ane
2934,10559,2-iodobutane,2|-|iodo|but|ane
2935,10552,"2,3-dibromoprop-1-ene","2|,|3|-|di|bromo|prop|-|1|-|ene"
2936,9762,6-fluorohex-1-yne,6|-|fluoro|hex|-|1|-|yne
2937,9761,6-fluorohex-1-ene,6|-|fluoro|hex|-|1|-|ene
2938,9760,1-fluorohexane,1|-|fluoro|hex|ane
2939,9634,"1,2-dibromo-1-chloro-1,2,2-trifluoroethane","1|,|2|-|di|bromo|-|1|-|chloro|-|1|,|2|,|2|-|tri|fluoro|eth|ane"
2940,9609,ethylsulfanylethane,eth|yl|sulfan|yl|eth|ane
2941,8118,1-propylsulfanylpropane,1|-|prop|yl|sulfan|yl|prop|ane
2942,8106,hexane-1-thiol,hex|ane|-|1|-|thiol
2943,8101,1-bromohexane,1|-|bromo|hex|ane
2944,8100,"1,5-dibromopentane","1|,|5|-|di|bromo|pent|ane"
2945,8077,(ethyldisulfanyl)ethane,(|eth|yl|di|sulfan|yl|)|eth|ane
2946,8057,1-bromopentane,1|-|bromo|pent|ane
2947,8056,"1,4-dibromobutane","1|,|4|-|di|bromo|but|ane"
2948,8004,pent-1-ene,pent|-|1|-|ene
2949,8002,1-bromobutane,1|-|bromo|but|ane
2950,8001,"1,3-dibromopropane","1|,|3|-|di|bromo|prop|ane"
2951,7890,2-bromopentane,2|-|bromo|pent|ane
2952,6554,2-bromobutane,2|-|bromo|but|ane
2953,91,3-(3-hydroxyphenyl)propanoic acid,3|-|(|3|-|hydroxy|phen|yl|)|prop|an|oic acid
2954,107,3-phenylpropanoic acid,3|-|phen|yl|prop|an|oic acid
2955,127,2-(4-hydroxyphenyl)acetic acid,2|-|(|4|-|hydroxy|phen|yl|)|acet|ic acid
2956,322,3-(4-hydroxyphenyl)prop-2-enoic acid,3|-|(|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid
2957,328,2-hydroxy-2-(4-hydroxyphenyl)acetic acid,2|-|hydroxy|-|2|-|(|4|-|hydroxy|phen|yl|)|acet|ic acid
2958,355,2-(4-hydroxyphenyl)-2-oxoacetic acid,2|-|(|4|-|hydroxy|phen|yl|)|-|2|-|oxo|acet|ic acid
2959,558,5-(diaminomethylideneamino)-2-oxopentanoic acid,5|-|(|di|amino|meth|yl|idene|amino|)|-|2|-|oxo|pent|an|oic acid
2960,873,3-(2-hydroxyphenyl)propanoic acid,3|-|(|2|-|hydroxy|phen|yl|)|prop|an|oic acid
2961,997,2-oxo-3-phenylpropanoic acid,2|-|oxo|-|3|-|phen|yl|prop|an|oic acid
2962,1153,2-amino-3-(4-hydroxyphenyl)propanoic acid,2|-|amino|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
2963,2102,2-cyano-3-(4-hydroxyphenyl)prop-2-enoic acid,2|-|cyano|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid
2964,2285,benzyl hydrogen carbonate,benz|yl| |hydrogen| |carbonate
2965,4703,3-(4-methylphenyl)-2-sulfanylprop-2-enoic acid,3|-|(|4|-|meth|yl|phen|yl|)|-|2|-|sulfan|yl|prop|-|2|-|en|oic acid
2966,4775,4-phenylbutanoic acid,4|-|phen|yl|but|an|oic acid
2967,6057,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,(|2|S)|-|2|-|amino|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
2968,7153,2-(4-chloro-2-methylphenoxy)propanoic acid,2|-|(|4|-|chloro|-|2|-|meth|yl|phen|oxy|)|prop|an|oic acid
2969,7205,2-(4-chloro-2-methylphenyl)sulfanylacetic acid,2|-|(|4|-|chloro|-|2|-|meth|yl|phen|yl|)|sulfan|yl|acet|ic acid
2970,8784,3-phenylprop-2-enoic acid,3|-|phen|yl|prop|-|2|-|en|oic acid
2971,9378,2-hydroxy-3-(4-hydroxyphenyl)propanoic acid,2|-|hydroxy|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
2972,9978,2-fluoro-3-phenylpropanoic acid,2|-|fluoro|-|3|-|phen|yl|prop|an|oic acid
2973,10299,2-(4-chlorophenyl)-2-hydroxyacetic acid,2|-|(|4|-|chloro|phen|yl|)|-|2|-|hydroxy|acet|ic acid
2974,10394,3-(4-hydroxyphenyl)propanoic acid,3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
2975,11331,"2-(2,4,6-trichlorophenoxy)acetic acid","2|-|(|2|,|4|,|6|-|tri|chloro|phen|oxy|)|acet|ic acid"
2976,11332,"2-(2,6-dichlorophenoxy)acetic acid","2|-|(|2|,|6|-|di|chloro|phen|oxy|)|acet|ic acid"
2977,11484,"2-(3,5-dichlorophenoxy)acetic acid","2|-|(|3|,|5|-|di|chloro|phen|oxy|)|acet|ic acid"
2978,11968,3-(2-hydroxyphenyl)prop-2-enoic acid,3|-|(|2|-|hydroxy|phen|yl|)|prop|-|2|-|en|oic acid
2979,11970,2-(2-hydroxyphenyl)acetic acid,2|-|(|2|-|hydroxy|phen|yl|)|acet|ic acid
2980,12650,(2R)-2-amino-3-(4-hydroxyphenyl)-2-methylpropanoic acid,(|2|R|)|-|2|-|amino|-|3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|meth|yl|prop|an|oic acid
2981,14546,"3-(2,4-dichlorophenyl)prop-2-enoic acid","3|-|(|2|,|4|-|di|chloro|phen|yl|)|prop|-|2|-|en|oic acid"
2982,15071,"4-(2,5-dimethylphenyl)butanoic acid","4|-|(|2|,|5|-|di|meth|yl|phen|yl|)|but|an|oic acid"
2983,15835,3-(4-methylphenyl)prop-2-enoic acid,3|-|(|4|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid
2984,15878,"2-(2,3-dihydro-1H-inden-5-yloxy)acetic acid","2|-|(|2|,|3|-|di|hydro|-|1H|-|inden|-|5|-|yl|oxy|)|acet|ic acid"
2985,15881,2-(4-hydroxyphenoxy)acetic acid,2|-|(|4|-|hydroxy|phen|oxy|)|acet|ic acid
2986,18703,2-(4-chlorophenoxy)propanoic acid,2|-|(|4|-|chloro|phen|oxy|)|prop|an|oic acid
2987,19567,3-(2-chlorophenyl)prop-2-enoic acid,3|-|(|2|-|chloro|phen|yl|)|prop|-|2|-|en|oic acid
2988,20724,3-phenylbutanoic acid,3|-|phen|yl|but|an|oic acid
2989,21648,4-(4-hydroxyphenyl)butan-2-one,4|-|(|4|-|hydroxy|phen|yl|)|but|an|-|2|-|one
2990,24389,"2-(2,4-dichlorophenyl)sulfanylacetic acid","2|-|(|2|,|4|-|di|chloro|phen|yl|)|sulfan|yl|acet|ic acid"
2991,26229,2-(4-chlorophenoxy)acetic acid,2|-|(|4|-|chloro|phen|oxy|)|acet|ic acid
2992,26694,2-chloro-3-(4-chlorophenyl)propanoic acid,2|-|chloro|-|3|-|(|4|-|chloro|phen|yl|)|prop|an|oic acid
2993,28310,ethyl 2-(4-hydroxyphenyl)acetate,eth|yl| |2|-|(|4|-|hydroxy|phen|yl|)|acet|ate
2994,28530,2-(4-chlorophenyl)sulfanyl-2-methylpropanoic acid,2|-|(|4|-|chloro|phen|yl|)|sulfan|yl|-|2|-|meth|yl|prop|an|oic acid
2995,29153,2-(2-chlorophenyl)sulfanylacetic acid,2|-|(|2|-|chloro|phen|yl|)|sulfan|yl|acet|ic acid
2996,30938,3-(2-methylphenyl)propanoic acid,3|-|(|2|-|meth|yl|phen|yl|)|prop|an|oic acid
2997,32579,3-(2-chlorophenyl)prop-2-ynoic acid,3|-|(|2|-|chloro|phen|yl|)|prop|-|2|-|yn|oic acid
2998,34656,2-(4-hydroxyphenyl)butanoic acid,2|-|(|4|-|hydroxy|phen|yl|)|but|an|oic acid
2999,36251,3-(3-bromophenyl)prop-2-enoic acid,3|-|(|3|-|bromo|phen|yl|)|prop|-|2|-|en|oic acid
3000,37470,2-(2-hydroxyphenyl)sulfanylacetic acid,2|-|(|2|-|hydroxy|phen|yl|)|sulfan|yl|acet|ic acid
3001,40634,"6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carboxylic acid","6|-|hydroxy|-|2|,|5|,|7|,|8|-|tetra|meth|yl|-|3|,|4|-|di|hydro|chro|men|e|-|2|-|carboxylic acid"
3002,42247,"3-(3-methyl-3,8-diazabicyclo[3.2.1]octan-8-yl)-3-oxopropanoic acid","3|-|(|3|-|meth|yl|-|3|,|8|-|di|azabicyclo[|3.2|.1|]|oct|an|-|8|-|yl|)|-|3|-|oxo|prop|an|oic acid"
3003,50030,"2-(4,6-dichloropyridin-2-yl)oxyacetic acid","2|-|(|4|,|6|-|di|chloro|pyridin|-|2|-|yl|)|oxy|acet|ic acid"
3004,51841,"2-(2,4-dichlorophenyl)sulfinylacetic acid","2|-|(|2|,|4|-|di|chloro|phen|yl|)|sulfinyl|acet|ic acid"
3005,55471,2-(4-chlorophenyl)sulfanylacetic acid,2|-|(|4|-|chloro|phen|yl|)|sulfan|yl|acet|ic acid
3006,59541,2-phenylsulfanylacetic acid,2|-|phen|yl|sulfan|yl|acet|ic acid
3007,59545,2-(4-methylphenyl)sulfanylacetic acid,2|-|(|4|-|meth|yl|phen|yl|)|sulfan|yl|acet|ic acid
3008,60049,"2-(2,5-dichlorophenyl)sulfanylacetic acid","2|-|(|2|,|5|-|di|chloro|phen|yl|)|sulfan|yl|acet|ic acid"
3009,66739,"2-(4-chloro-2,5-dimethylphenyl)sulfanylacetic acid","2|-|(|4|-|chloro|-|2|,|5|-|di|meth|yl|phen|yl|)|sulfan|yl|acet|ic acid"
3010,66900,2-(4-aminoanilino)-2-oxoacetic acid,2|-|(|4|-|amino|anilino|)|-|2|-|oxo|acet|ic acid
3011,66907,2-(4-aminophenyl)sulfanylacetic acid,2|-|(|4|-|amino|phen|yl|)|sulfan|yl|acet|ic acid
3012,67882,2-(4-fluorophenoxy)acetic acid,2|-|(|4|-|fluoro|phen|oxy|)|acet|ic acid
3013,67977,3-(2-fluorophenyl)prop-2-enoic acid,3|-|(|2|-|fluoro|phen|yl|)|prop|-|2|-|en|oic acid
3014,68014,2-(3-fluoro-4-hydroxyphenyl)acetic acid,2|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|acet|ic acid
3015,68520,4-(3-fluoro-4-hydroxyphenyl)butanoic acid,4|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|but|an|oic acid
3016,69702,3-cyclohexylpropanoic acid,3|-|cyclo|hex|yl|prop|an|oic acid
3017,69732,2-oxo-4-phenylbutanoic acid,2|-|oxo|-|4|-|phen|yl|but|an|oic acid
3018,70323,2-phenylcyclopropane-1-carboxylic acid,2|-|phen|yl|cyclo|prop|ane|-|1|-|carboxylic acid
3019,70329,2-(4-methylphenoxy)acetic acid,2|-|(|4|-|meth|yl|phen|oxy|)|acet|ic acid
3020,73927,3-(4-methylphenyl)propanoic acid,3|-|(|4|-|meth|yl|phen|yl|)|prop|an|oic acid
3021,74541,1-[(4-methylphenyl)methyl]cyclopropane-1-carboxylic acid,1|-|[|(|4|-|meth|yl|phen|yl|)|meth|yl|]|cyclo|prop|ane|-|1|-|carboxylic acid
3022,74631,3-(3-chlorophenyl)prop-2-enoic acid,3|-|(|3|-|chloro|phen|yl|)|prop|-|2|-|en|oic acid
3023,75451,3-(4-aminophenyl)propanoic acid,3|-|(|4|-|amino|phen|yl|)|prop|an|oic acid
3024,77613,2-(3-methylphenyl)sulfanylacetic acid,2|-|(|3|-|meth|yl|phen|yl|)|sulfan|yl|acet|ic acid
3025,78279,4-(4-methylphenyl)butanoic acid,4|-|(|4|-|meth|yl|phen|yl|)|but|an|oic acid
3026,79405,"2-(3,5-dimethylphenoxy)acetic acid","2|-|(|3|,|5|-|di|meth|yl|phen|oxy|)|acet|ic acid"
3027,79706,methyl 3-(4-hydroxyphenyl)propanoate,meth|yl| |3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oate
3028,84099,"2-[(3,4-dichlorophenyl)methoxy]acetic acid","2|-|[|(|3|,|4|-|di|chloro|phen|yl|)|meth|oxy|]|acet|ic acid"
3029,84680,"2-(2,3,4,5,6-pentafluorophenoxy)acetic acid","2|-|(|2|,|3|,|4|,|5|,|6|-|penta|fluoro|phen|oxy|)|acet|ic acid"
3030,84681,"3-(4-hydroxy-3,5-dimethoxyphenyl)propanoic acid","3|-|(|4|-|hydroxy|-|3|,|5|-|di|meth|oxy|phen|yl|)|prop|an|oic acid"
3031,84869,"2-(2,5-dimethylphenyl)sulfanylacetic acid","2|-|(|2|,|5|-|di|meth|yl|phen|yl|)|sulfan|yl|acet|ic acid"
3032,85557,6-hydroxynaphthalene-2-carboxylic acid,6|-|hydroxy|naphthal|ene|-|2|-|carboxylic acid
3033,85819,3-(2-bicyclo[2.2.1]hept-5-enyl)prop-2-enoic acid,3|-|(|2|-|bicyclo|[|2.2|.1|]|hept|-|5|-|en|yl|)|prop|-|2|-|en|oic acid
3034,87930,2-(2-chloro-6-methylphenoxy)acetic acid,2|-|(|2|-|chloro|-|6|-|meth|yl|phen|oxy|)|acet|ic acid
3035,88606,3-(3-fluorophenyl)prop-2-enoic acid,3|-|(|3|-|fluoro|phen|yl|)|prop|-|2|-|en|oic acid
3036,89216,2-acetamido-3-(4-hydroxyphenyl)propanoic acid,2|-|aceta|mido|-|3|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
3037,92100,2-amino-3-(3-fluoro-4-hydroxyphenyl)propanoic acid,2|-|amino|-|3|-|(|3|-|fluoro|-|4|-|hydroxy|phen|yl|)|prop|an|oic acid
3038,92868,3-thiophen-2-ylprop-2-enoic acid,3|-|t|h|iophen|-|2|-|yl|prop|-|2|-|en|oic acid
3039,92928,3-(4-aminophenyl)prop-2-enoic acid,3|-|(|4|-|amino|phen|yl|)|prop|-|2|-|en|oic acid
3040,95321,"3-(2,6-dichlorophenyl)prop-2-enoic acid","3|-|(|2|,|6|-|di|chloro|phen|yl|)|prop|-|2|-|en|oic acid"
3041,95676,3-(2-chlorophenyl)propanoic acid,3|-|(|2|-|chloro|phen|yl|)|prop|an|oic acid
3042,95750,3-(4-methoxyphenyl)propanoic acid,3|-|(|4|-|meth|oxy|phen|yl|)|prop|an|oic acid
3043,95797,2-(4-aminophenoxy)acetic acid,2|-|(|4|-|amino|phen|oxy|)|acet|ic acid
3044,96384,"3-(2,4-dihydroxyphenyl)propanoic acid","3|-|(|2|,|4|-|di|hydroxy|phen|yl|)|prop|an|oic acid"
3045,97930,2-(4-bromophenyl)-2-hydroxyacetic acid,2|-|(|4|-|bromo|phen|yl|)|-|2|-|hydroxy|acet|ic acid
3046,97949,3-(4-hydroxyphenyl)-2-phenylpropanoic acid,3|-|(|4|-|hydroxy|phen|yl|)|-|2|-|phen|yl|prop|an|oic acid
3047,98068,2-(4-fluorophenyl)-2-hydroxyacetic acid,2|-|(|4|-|fluoro|phen|yl|)|-|2|-|hydroxy|acet|ic acid
3048,98070,3-(4-fluorophenyl)prop-2-enoic acid,3|-|(|4|-|fluoro|phen|yl|)|prop|-|2|-|en|oic acid
3049,98132,"tricyclo[5.2.1.02,6]decane-4-carboxylic acid","tricyclo|[|5.2|.1|.|02|,|6|]|dec|ane|-|4|-|carboxylic acid"
3050,98306,3-(2-methylphenyl)prop-2-enoic acid,3|-|(|2|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid
3051,98359,3-(4-methylphenyl)butanoic acid,3|-|(|4|-|meth|yl|phen|yl|)|but|an|oic acid
3052,99148,"2,5-dihydroxy-3,6-bis(4-hydroxyphenyl)cyclohexa-2,5-diene-1,4-dione","2|,|5|-|di|hydroxy|-|3|,|6|-|bis|(|4|-|hydroxy|phen|yl|)|cyclo|hex|a|-|2|,|5|-|di|ene|-|1|,|4|-|di|one"
3053,99163,"2-(2,4-dichloro-6-methylphenoxy)acetic acid","2|-|(|2|,|4|-|di|chloro|-|6|-|meth|yl|phen|oxy|)|acet|ic acid"
3054,101182,2-(4-hydroxyphenoxy)propanoic acid,2|-|(|4|-|hydroxy|phen|oxy|)|prop|an|oic acid
3055,101369,"2-(2,6-dimethylphenoxy)acetic acid","2|-|(|2|,|6|-|di|meth|yl|phen|oxy|)|acet|ic acid"
3056,102362,3-(3-methylphenyl)prop-2-enoic acid,3|-|(|3|-|meth|yl|phen|yl|)|prop|-|2|-|en|oic acid
3057,102526,2-(4-hydroxyphenyl)propanoic acid,2|-|(|4|-|hydroxy|phen|yl|)|prop|an|oic acid
3058,107202,2-methoxy-2-phenylacetic acid,2|-|meth|oxy|-|2|-|phen|yl|acet|ic acid
3059,112192,2-(4-hydroxyphenyl)-3-methylbutanoic acid,2|-|(|4|-|hydroxy|phen|yl|)|-|3|-|meth|yl|but|an|oic acid
3060,112520,3-(4-aminophenyl)-2-methylprop-2-enoic acid,3|-|(|4|-|amino|phen|yl|)|-|2|-|meth|yl|prop|-|2|-|en|oic acid
3061,123137,3-(4-chlorophenyl)propanoic acid,3|-|(|4|-|chloro|phen|yl|)|prop|an|oic acid
3062,124247,"(2S)-2-amino-3-(4-hydroxy-2,6-dimethylphenyl)propanoic acid","(|2|S)|-|2|-|amino|-|3|-|(|4|-|hydroxy|-|2|,|6|-|di|meth|yl|phen|yl|)|prop|an|oic acid"
3063,124656,isoquinoline-3-carboxylic acid,i|soquinoline|-|3|-|carboxylic acid
3064,127919,(2S)-2-amino-2-[(3-(18F)fluoranyl-4-hydroxyphenyl)methyl]-3-fluoropropanoic acid,(|2|S)|-|2|-|amino|-|2|-|[|(|3|-|(|18|F|)|fluoran|yl|-|4|-|hydroxy|phen|yl|)|meth|yl|]|-|3|-|fluoro|prop|an|oic acid
3065,133360,"3-(5-methyl-1,2-oxazol-3-yl)propanoic acid","3|-|(|5|-|meth|yl|-|1|,|2|-|oxaz|ol|-|3|-|yl|)|prop|an|oic acid"
3066,133921,2-[(4-bromophenyl)methoxy]acetic acid,2|-|[|(|4|-|bromo|phen|yl|)|meth|oxy|]|acet|ic acid
3067,136302,3-(4-fluorophenyl)propanoic acid,3|-|(|4|-|fluoro|phen|yl|)|prop|an|oic acid
